Machine,User,Run_Date,Sample_Type,Sample1,Sample_Year,Sample_Month,Sample_Day,Sample_Time,Time_Zone,G_W,Sample_Plot,Sample_Grid,Sample_Depth,Sample_ID,Dilution_Factor,STD_Conc,CO2_Area,CH4_Area,Field_Notes,Lab_Notes
,,,STD_CO2,STD_CO2,,NA,NA,NA,NA,G,NA,NA,NA,STD_500ppm_CO2,1,500,,,,
,,,STD_CO2,STD_CO2,,NA,NA,NA,NA,G,NA,NA,NA,STD_2500ppm_CO2,1,2500,,,,
,,,STD_CO2,STD_CO2,,NA,NA,NA,NA,G,NA,NA,NA,STD_5000ppm_CO2,1,5000,,,,
,,,STD_CO2,STD_CO2,,NA,NA,NA,NA,G,NA,NA,NA,STD_50000ppm_CO2,1,50000,,,,
,,,Blank,Blank,,NA,NA,NA,NA,G,NA,NA,NA,Blank_1,1,0,,,,
,,,Unknown,SGW,2025,September,8,1012,EDT,G,Control,C3,10,1,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1013,EDT,G,Control,C3,20,2,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1014,EDT,G,Control,C3,35,3,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1015,EDT,G,Control,C3,50,4,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1020,EDT,G,Control,C6,10,5,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1021,EDT,G,Control,C6,20,6,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1022,EDT,G,Control,C6,35,7,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1023,EDT,G,Control,C6,50,8,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1002,EDT,G,Control,F4,10,9,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1003,EDT,G,Control,F4,20,10,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1004,EDT,G,Control,F4,35,11,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1005,EDT,G,Control,F4,50,12,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1006,EDT,G,Control,F4,ATM,13,1,NA,,,,
,,,Unknown,SGW,2025,September,8,955,EDT,G,Control,H3,10,14,1,NA,,,,
,,,Unknown,SGW,2025,September,8,957,EDT,G,Control,H3,20,15,1,NA,,,,
,,,Unknown,SGW,2025,September,8,959,EDT,G,Control,H3,35,16,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1001,EDT,G,Control,H3,50,17,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1007,EDT,G,Control,H6,10,18,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1008,EDT,G,Control,H6,20,19,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1009,EDT,G,Control,H6,35,20,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1010,EDT,G,Control,H6,50,21,1,NA,,,,
,,,CHKSTD,CHKSTD,,NA,NA,NA,NA,G,NA,NA,NA,CHKSTD_5ppm_CH4_0,1,5,,,,
,,,Blank,Blank,,NA,NA,NA,NA,G,NA,NA,NA,Blank_2,1,0,,,,
,,,Unknown,SGW,2025,September,8,1032,EDT,G,Saltwater,C3,10,22,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1033,EDT,G,Saltwater,C3,20,23,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1034,EDT,G,Saltwater,C3,35,24,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1035,EDT,G,Saltwater,C3,50,25,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1036,EDT,G,Saltwater,C6,10,26,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1037,EDT,G,Saltwater,C6,20,27,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1038,EDT,G,Saltwater,C6,35,28,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1039,EDT,G,Saltwater,C6,50,29,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1041,EDT,G,Saltwater,F4,10,30,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1042,EDT,G,Saltwater,F4,20,31,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1043,EDT,G,Saltwater,F4,35,32,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1045,EDT,G,Saltwater,F4,50,33,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1046,EDT,G,Saltwater,F4,ATM,34,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1048,EDT,G,Saltwater,H3,10,35,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1049,EDT,G,Saltwater,H3,20,36,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1051,EDT,G,Saltwater,H3,35,37,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1052,EDT,G,Saltwater,H3,50,38,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1053,EDT,G,Saltwater,H6,10,39,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1054,EDT,G,Saltwater,H6,20,40,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1055,EDT,G,Saltwater,H6,35,41,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1056,EDT,G,Saltwater,H6,50,42,1,NA,,,,
,,,CHKSTD,CHKSTD,,NA,NA,NA,NA,G,NA,NA,NA,CHKSTD_5ppm_CH4_1,1,5,,,,
,,,Blank,Blank,,NA,NA,NA,NA,G,NA,NA,NA,Blank_3,1,0,,,,
,,,Unknown,SGW,2025,September,8,1103,EDT,G,Freshwater,C3,10,43,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1104,EDT,G,Freshwater,C3,20,44,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1105,EDT,G,Freshwater,C3,35,45,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1106,EDT,G,Freshwater,C3,50,46,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1058,EDT,G,Freshwater,C6,10,47,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1059,EDT,G,Freshwater,C6,20,48,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1100,EDT,G,Freshwater,C6,35,49,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1101,EDT,G,Freshwater,C6,50,50,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1107,EDT,G,Freshwater,F4,10,51,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1108,EDT,G,Freshwater,F4,20,52,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1109,EDT,G,Freshwater,F4,35,53,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1110,EDT,G,Freshwater,F4,50,54,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1110,EDT,G,Freshwater,F4,ATM,55,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1111,EDT,G,Freshwater,H3,10,56,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1112,EDT,G,Freshwater,H3,20,57,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1113,EDT,G,Freshwater,H3,35,58,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1114,EDT,G,Freshwater,H3,50,59,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1116,EDT,G,Freshwater,H6,10,60,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1117,EDT,G,Freshwater,H6,20,61,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1117,EDT,G,Freshwater,H6,35,62,1,NA,,,,
,,,Unknown,SGW,2025,September,8,1118,EDT,G,Freshwater,H6,50,63,1,NA,,,,
,,,CHKSTD,CHKSTD,,NA,NA,NA,NA,G,NA,NA,NA,CHKSTD_5ppm_CH4_2,1,5,,,,
,,,Blank,Blank,,NA,NA,NA,NA,G,NA,NA,NA,Blank_4,1,0,,,,
